white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl,eco_code,opening_name,eco_line_length,avg_elo,rating_group
1738,1711,black,180+0,e4 e6 d4 d5 exd5 exd5 c4 c5 Nf3 Nf6,10,,C01,"French Defense: Exchange Variation, Monte Carlo Variation",7,1724,advanced
2044,1763,white,30+0,c4 Nf6 Nf3 e5 g3 Bc5 Nxe5 d6 Nf3 O-O,10,,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",3,1903,expert
1724,1883,white,30+0,d4 g6 c4 Bg7 Nc3 e6 e3 Ne7 g3 Kf8,10,,A40,Queen's Pawn Game: Modern Defense,2,1803,advanced
2013,2250,black,30+0,e4 c6 d4 d5 e5 e6 g4 c5 f4 cxd4,10,,B12,Caro-Kann Defense: Advance Variation,5,2131,expert
1214,1276,white,1800+0,e4 e5 Nf3 Nc6 d4 f6 Bc4 Bb4+ Nc3 d6,10,95.07,C44,Scotch Game,5,1245,novice
1607,1554,white,60+0,d4 Nf6 e3 g6 Be2 Bg7 Nf3 O-O Bd2 d6,10,,A45,Indian Defense,2,1580,intermediate
1742,1980,white,30+0,d3 g6 Bg5 Bg7 Bc1 h6 c3 Nf6 g3 d6,10,,A00,Mieses Opening,1,1861,advanced
1518,1605,black,900+0,e4 e5 Nf3 d6 Nc3 Nf6 d4 Bg4 h3 Bxf3,10,,C41,Philidor Defense,4,1561,intermediate
1594,1703,black,30+0,e4 d5 exd5 Qxd5 Nf3 Qd8 Qe2 Nf6 Qe3 Nc6,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1648,advanced
2083,1895,black,30+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nxc6 bxc6,10,,B32,Sicilian Defense: Open,7,1989,expert
1839,1569,white,30+0,d4 b6 c4 Bb7 Nc3 Bxg2 Bxg2 c6 Nf3 Qc7,10,,A40,English Defense,2,1704,advanced
2156,2016,black,300+2,Nf3 Nf6 c4 g6 b4 Bg7 Bb2 a5 a3 O-O,10,,A05,Zukertort Opening,2,2086,expert
1648,1637,white,300+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nxc6 bxc6,10,,B32,Sicilian Defense: Open,7,1642,advanced
1595,1372,black,900+0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Nd4 O-O Nxf3+,10,,C47,Four Knights Game,6,1483,intermediate
1751,1754,white,600+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,,B90,Sicilian Defense: Najdorf Variation,10,1752,advanced
1637,1598,white,480+0,e4 e6 Ne2 a6 Ng3 b5 d3 Bb7 Nd2 Be7,10,,C00,French Defense,2,1617,advanced
1611,1535,black,120+7,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Be2 c5,10,3742.72,B12,"Caro-Kann Defense: Advance Variation, Short Variation",7,1573,intermediate
1520,1588,white,120+0,d4 d5 Nc3 e6 e4 dxe4 f3 exf3 Qxf3 Nf6,10,,D00,Queen's Pawn Game: Chigorin Variation,4,1554,intermediate
1536,1645,black,840+0,e4 e5 Bc4 Bc5 Qf3 Nf6 c3 d6 d3 Bg4,10,,C23,Bishop's Opening: Boi Variation,4,1590,intermediate
1727,1642,white,600+2,e4 e5 f4 exf4 Nf3 Bc5 d4 Bb6 Bxf4 d6,10,,C34,King's Gambit Accepted: King's Knight's Gambit,5,1684,advanced
1818,1796,black,300+5,e4 e5 Nf3 Nc6 Bc4 f5 exf5 Nf6 O-O d5,10,,C50,Italian Game: Rousseau Gambit,6,1807,advanced
1633,1475,white,180+0,d4 c6 Bf4 d5 h4 Nf6 Nf3 Bf5 e3 e6,10,,A40,Queen's Pawn Game,1,1554,intermediate
1736,1699,white,60+0,d4 e6 c4 d5 Nc3 Nf6 e3 Be7 Nf3 O-O,10,,A40,Horwitz Defense,2,1717,advanced
1859,1997,draw,60+8,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6,10,,C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",8,1928,expert
1674,1933,black,30+0,g3 f5 Bg2 g6 f3 Nh6 e3 Nf7 Ne2 Bg7,10,,A00,Hungarian Opening: Dutch Defense,2,1803,advanced
1908,1851,black,180+2,d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Nf3 O-O,10,,E41,Nimzo-Indian Defense: Rubinstein System,8,1879,advanced
1241,1316,black,180+0,g4 c5 Bg2 Nc6 c4 e6 Nc3 Nf6 b4 Nxg4,10,,A00,Grob Opening,1,1278,novice
1769,1529,white,180+0,e4 e5 Nc3 Nc6 f4 exf4 Nf3 g5 Bc4 d6,10,,C25,"Vienna Gambit, with Max Lange Defense: Knight Variation",7,1649,advanced
1793,1951,black,60+0,d4 d6 c4 e5 Nc3 Nc6 d5 Nce7 e4 f5,10,74.5,A41,Rat Defense: English Rat,4,1872,advanced
2079,2008,black,180+2,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bb4,10,,C47,Four Knights Game: Scotch Variation Accepted,8,2043,expert
1576,1561,black,600+0,e4 c5 Nf3 Nc6 Nc3 e6 d4 d5 Be3 cxd4,10,3307.9,B30,Sicilian Defense: Old Sicilian,4,1568,intermediate
1602,1517,white,120+1,Nf3 Nf6 d4 d5 c4 g6 cxd5 Nxd5 e4 Nf6,10,39.14,A05,Zukertort Opening,2,1559,intermediate
1238,1319,white,60+0,e4 e5 Bc4 d6 Nc3 Nc6 Nd5 Nf6 Qf3 Nxd5,10,20765.53,C23,Bishop's Opening,3,1278,novice
1552,1567,black,540+0,e4 e5 Nf3 d6 d3 Bg4 Be2 Bxf3 Bxf3 Nf6,10,,C41,Philidor Defense,4,1559,intermediate
2053,1790,draw,180+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 e6 Nc3 Nf6,10,,B50,Sicilian Defense,6,1921,expert
1762,1539,white,120+2,d4 Nf6 Nc3 d5 e4 dxe4 f3 exf3 Nxf3 Nc6,10,,D00,Queen's Pawn Game: Hübsch Gambit,5,1650,advanced
1753,1714,black,60+0,d4 d5 e3 e6 c4 Nf6 Nc3 Bb4 Qb3 Bxc3+,10,,D00,Queen's Pawn Game,3,1733,advanced
1831,1872,black,480+0,d4 Nf6 c4 e5 d5 d6 Bg5 Be7 Nc3 Bd7,10,,A51,Indian Defense: Budapest Defense,4,1851,advanced
1309,1058,white,300+0,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nd4 d3 Ne7,10,,C50,Italian Game: Giuoco Piano,6,1183,novice
1635,1500,white,300+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Ne2 Nf6,10,,B32,Sicilian Defense: Löwenthal Variation,8,1567,intermediate
1841,1868,white,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O,10,,C50,"Italian Game: Giuoco Pianissimo, Normal",8,1854,advanced
1781,1661,black,300+0,d4 Nf6 Nf3 g6 e3 Bg7 b3 O-O Bb2 d6,10,,A48,East Indian Defense,4,1721,advanced
1467,1686,black,300+0,e4 e5 Nf3 Nc6 d4 exd4 Bb5 d6 Qxd4 Bd7,10,,C44,Scotch Game: Relfsson Gambit,7,1576,intermediate
1772,1790,black,180+0,e4 e5 Nf3 d6 Bc4 h6 d4 exd4 Nxd4 Nf6,10,3784.26,C41,Philidor Defense,5,1781,advanced
2110,2050,white,180+0,d4 Nf6 Nf3 e6 g3 d5 Bg2 Be7 O-O O-O,10,2655.88,A46,Indian Defense: Knights Variation,3,2080,expert
1568,1360,white,1200+10,e4 e5 Nf3 Nc6 d4 d6 dxe5 dxe5 Qxd8+ Kxd8,10,,C44,Scotch Game,5,1464,intermediate
1318,1404,white,60+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,10,,C45,Scotch Game,7,1361,intermediate
1888,1881,black,300+0,e4 d6 Nf3 c6 Nc3 e5 Bc4 Be7 O-O Nf6,10,,B00,Pirc Defense,2,1884,advanced
2051,1657,white,300+5,b4 d5 Bb2 Bf5 f3 e6 c4 Bxb4 Bxg7,9,,A00,Polish Opening: Baltic Defense,4,1854,advanced
1777,1705,black,120+0,c4 g6 Nc3 Bg7 d4 c6 e4 d6 Nf3 Bg4,10,,A10,English Opening: Great Snake Variation,2,1741,advanced
2218,1829,white,180+0,Nf3 Nf6 c4 g6 d4 Bg7 Nc3 d5 cxd5 Nxd5,10,,A05,Zukertort Opening,2,2023,expert
1515,1772,black,180+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Nc3 Bb4,10,,C45,Scotch Game: Modern Defense,10,1643,advanced
1344,1791,black,840+0,d4 g6 e4 Bg7 Nf3 d6 Nc3 Nd7 Nd5 a6,10,,A40,Queen's Pawn Game: Modern Defense,2,1567,intermediate
2138,2105,white,60+0,Nc3 d5 d4 Nf6 Bg5 Bf5 f3 e6 Bxf6 Qxf6,10,,A00,Van Geet Opening,1,2121,expert
1513,1372,white,900+0,e4 e5 d3 Nc6 a3 a5 Be3 b5 Nc3 b4,10,,C20,King's Pawn Game: Leonardis Variation,3,1442,intermediate
1415,1388,white,60+0,Nh3 e5 g3 d5 Bg2 c5 O-O Nc6 d3 Be7,10,,A00,Amar Opening,1,1401,intermediate
1632,1930,black,45+3,e4 d6 Nf3 Nf6 Nc3 c5 d4 cxd4 Nxd4 Nc6,10,,B00,Pirc Defense,2,1781,advanced
1638,1577,white,300+0,e4 e5 Nf3 d6 Bc4 Nf6 d4 Be7 dxe5 Nxe4,10,,C41,Philidor Defense,5,1607,advanced
998,824,black,300+0,d4 d5 e3 e5 dxe5 f6 exf6 Qxf6 f4 Nc6,10,15136.79,D00,Queen's Pawn Game,3,911,beginner
1839,1924,white,30+0,d4 d5 c4 dxc4 e3 a6 Bxc4 Nf6 Bf1 e6,10,,D20,Queen's Gambit Accepted: Old Variation,5,1881,advanced
1255,1495,black,180+3,d4 d6 c4 c6 e4 Qc7 Nf3 e5 Nc3 Nf6,10,,A41,Old Indian Defense,3,1375,intermediate
1564,1360,white,600+3,e4 e5 Nf3 Nc6 Nc3 Nf6 g3 d5 exd5 Nxd5,10,119.87,C47,Four Knights Game: Glek System,7,1462,intermediate
2113,2068,white,30+0,c4 Nf6 e3 g6 a3 Bg7 Qc2 d6 Nc3 O-O,10,,A15,English Opening: Anglo-Indian Defense,2,2090,expert
1729,1565,white,30+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Bxf7+ Kxf7 Ng5+ Kg8,10,,C55,Italian Game: Two Knights Defense,6,1647,advanced
1667,1881,white,30+0,e4 c5 Bc4 e6 Qf3 Nc6 Qd1 Ne5 Nf3 Nxc4,10,,B20,Sicilian Defense: Bowdler Attack,3,1774,advanced
1094,1294,draw,300+5,d4 e6 c3 d5 Qa4+ Bd7 Qc2 a6 e3 Nc6,10,,A40,Horwitz Defense,2,1194,novice
1992,1686,white,30+0,e4 c5 Bc4 e6 f4 Nc6 f5 d5 fxe6 dxc4,10,,B20,Sicilian Defense: Bowdler Attack,3,1839,advanced
2109,2103,black,60+0,d4 c5 d5 d6 Nc3 e6 e4 exd5 exd5 Nf6,10,,A43,Benoni Defense: Old Benoni,4,2106,expert
1514,1333,white,300+3,d4 Nf6 Bg5 g6 Bxf6 exf6 c4 Bg7 Nc3 c5,10,52.43,A45,Trompowsky Attack,3,1423,intermediate
2136,2134,white,180+2,d4 d5 Nf3 e6 c4 Nf6 g3 Be7 Qc2 O-O,10,,D02,Queen's Pawn Game: Zukertort Variation,3,2135,expert
1770,1783,white,60+0,d4 e6 Nc3 d6 e4 Be7 Be3 h6 f4 Nf6,10,,A40,Horwitz Defense,2,1776,advanced
1924,1738,white,600+0,e4 e6 d4 c5 c3 cxd4 cxd4 Qa5+ Bd2 Qb6,10,1643.38,C00,French Defense: Franco-Sicilian Defense,4,1831,advanced
1365,1257,white,600+5,e4 d5 e5 e6 d4 c6 a3 Qa5+ Nc3 b5,10,,B01,Scandinavian Defense,2,1311,intermediate
1860,1676,white,480+5,e4 Nc6 d4 e6 Be3 d5 e5 f6 f4 g5,10,,B00,Nimzowitsch Defense,3,1768,advanced
1986,2034,white,300+0,e4 c5 Nf3 d6 Nc3 Nf6 Be2 Nc6 O-O Bg4,10,,B50,Sicilian Defense: Modern Variations,4,2010,expert
1739,1330,white,480+0,e4 Nf6 e5 Nd5 d4 d6 f4 dxe5 fxe5 e6,10,,B03,Alekhine Defense,6,1534,intermediate
1613,1608,white,60+0,c4 g6 Nc3 Bg7 g3 Nf6 Bg2 O-O Nf3 h5,10,,A10,English Opening: Great Snake Variation,2,1610,advanced
1444,1502,black,480+8,e4 e5 Nf3 Nc6 h3 Nf6 Nc3 Bc5 Bb5 O-O,10,,C44,King's Knight Opening: Normal Variation,4,1473,intermediate
2014,2023,black,180+0,e4 c5 Ne2 e5 g3 Nc6 Bg2 g6 d3 Bg7,10,,B20,Sicilian Defense: Keres Variation,3,2018,expert
1495,1533,black,60+0,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Qg6 Nf3 Qxg2,10,2882.28,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1514,intermediate
1731,1511,white,840+9,d4 d5 c4 Nf6 Nc3 c6 e3 Bg4 Qc2 e6,10,,D06,Queen's Gambit Declined: Marshall Defense,4,1621,advanced
1460,1368,white,1800+0,e4 g6 d4 Bg7 Nc3 Nf6 Bc4 O-O Nf3 d6,10,232.07,B06,Modern Defense: Standard Line,5,1414,intermediate
1868,1947,black,900+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,,B90,Sicilian Defense: Najdorf Variation,10,1907,expert
1414,1213,white,300+0,e4 e6 d4 d6 Nf3 b6 Nc3 Bb7 Bc4 d5,10,,C00,French Defense: Normal Variation,3,1313,intermediate
2005,1824,white,300+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5,10,,B33,Sicilian Defense: Lasker-Pelikan Variation,10,1914,expert
2077,2022,white,300+0,e4 c5 c3 e6 d4 cxd4 cxd4 d5 e5 Nc6,10,,B22,Sicilian Defense: Alapin Variation,3,2049,expert
1649,1645,black,180+2,d4 d5 Nf3 Nc6 h3 Nf6 e3 e6 Bb5 Bd7,10,,D02,Queen's Pawn Game: Chigorin Variation,4,1647,advanced
1968,2117,white,180+2,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3 d6,10,,C50,Four Knights Game: Italian Variation,8,2042,expert
1477,1399,black,600+0,e3 d5 Bd3 e5 e4 c6 c3 Qh4 Nf3 Qg4,10,,A00,Van't Kruijs Opening,1,1438,intermediate
1784,1468,white,60+0,Nf3 g6 c4 Bg7 g3 e6 d3 f6 Bg2 Ne7,10,,A04,Zukertort Opening: Kingside Fianchetto,2,1626,advanced
1538,1617,black,60+2,d4 Nf6 c4 d5 e3 e6 c5 Be7 b4 O-O,10,,A50,Indian Defense: Normal Variation,3,1577,intermediate
1754,1968,black,600+0,d4 d5 Nf3 Bg4 Ne5 Bf5 g3 f6 Nf3 Nc6,10,,D02,Queen's Pawn Game: Zukertort Variation,3,1861,advanced
1349,1404,black,300+0,e4 d5 exd5 Nf6 c4 e6 Nc3 exd5 cxd5 Nxd5,10,,B01,Scandinavian Defense: Icelandic-Palme Gambit,6,1376,intermediate
1259,1256,black,300+0,e4 d6 d4 e5 dxe5 dxe5 Qxd8+ Kxd8 Nf3 f6,10,,B07,King's Pawn Game: Maróczy Defense,4,1257,novice
1435,1343,white,300+0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Bf5 Nf3 Qe6,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1389,intermediate
1128,1205,draw,300+0,e4 e5 Nf3 Nf6 Bc4 Bc5 Nxe5 Nxe4 O-O Bxf2+,10,,C42,Petrov's Defense: Italian Variation,5,1166,novice
1490,1512,black,300+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 e6 Bb5 a6,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1501,intermediate
2238,2295,black,60+0,d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O,10,,D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit",10,2266,master
1425,1542,white,600+0,e4 e5 Nf3 Nc6 Nc3 Nf6 a3 Bc5 h3 O-O,10,1988.59,C47,Four Knights Game: Gunsberg Variation,7,1483,intermediate
1661,1824,black,600+0,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 O-O g6,10,3286.99,C61,Ruy Lopez: Bird Variation,6,1742,advanced
1317,1348,black,45+3,d4 d5 Nc3 e6 e4 Nf6 Bg5 c6 e5 h6,10,2928.11,D00,Queen's Pawn Game: Chigorin Variation,4,1332,intermediate
1743,1705,black,60+0,b4 d5 Bb2 d4 Nf3 Nc6 b5 Nb4 Bxd4 Bf5,10,,A00,"Polish Opening, with d5",2,1724,advanced
1444,1744,black,120+0,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 e3 Bd6,10,,D35,Queen's Gambit Declined: Normal Defense,6,1594,intermediate
1663,1661,white,600+0,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bb4+ Bd2 O-O,10,,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",7,1662,advanced
1700,1806,black,600+0,e4 d6 Nf3 c5 Bc4 Nc6 Nc3 g6 d4 cxd4,10,,B00,Pirc Defense,2,1753,advanced
1917,1772,white,30+0,e4 e6 d3 d5 f4 dxe4 dxe4 Qxd1+ Kxd1 Nc6,10,,C00,French Defense: King's Indian Attack,3,1844,advanced
1867,1962,black,30+0,e4 e6 f4 c5 Nf3 d5 exd5 exd5 Be2 Nf6,10,,C00,French Defense: La Bourdonnais Variation,3,1914,expert
1745,2008,black,30+0,d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 Nf6 Nc3 g6,10,,A43,Benoni Defense: Old Benoni,2,1876,advanced
2226,2095,white,180+0,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 d5 Bg5 c5,10,,E21,Nimzo-Indian Defense: Three Knights Variation,7,2160,expert
2590,2620,black,30+0,Nf3 d5 Nc3 e6 e3 Nf6 d4 Be7 Bd3 O-O,10,,A06,Zukertort Opening: Reversed Mexican Defense,3,2605,master
1696,1681,white,600+0,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nc6,10,77.31,C21,Danish Gambit Accepted,6,1688,advanced
1014,1075,black,300+0,d4 Nf6 f3 e6 e4 c6 c3 a6 Qd3 Be7,10,2519.49,A45,Paleface Attack,3,1044,novice
2029,1930,white,30+0,g3 Nf6 Bg2 e5 e3 d5 Ne2 e4 O-O Bg4,10,,A00,Hungarian Opening: Indian Defense,2,1979,expert
2118,2372,black,30+0,d4 c6 e3 d5 c4 Nf6 cxd5 cxd5 Nc3 Nc6,10,,A40,Queen's Pawn Game,1,2245,master
1939,1989,white,30+0,e3 c6 b3 d6 Bb2 Nf6 d4 g6 d5 Bg7,10,,A00,Van't Kruijs Opening,1,1964,expert
2116,1975,white,180+0,e4 e5 Nf3 Nf6 Nxe5 d5 exd5 Bc5 d4 Bd6,10,,C42,Petrov's Defense,5,2045,expert
1701,1654,white,180+0,e4 c6 Nf3 d5 e5 e6 d4 f6 Bf4 f5,10,,B10,Caro-Kann Defense,2,1677,advanced
1947,1843,white,600+0,d4 f5 c4 Nf6 Nc3 d6 Nf3 e6 Bg5 Be7,10,,A85,Dutch Defense: Queen's Knight Variation,5,1895,advanced
1683,1582,white,180+2,c4 Nf6 Nc3 b6 g3 Bb7 f3 e5 Bg2 Bb4,10,,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",3,1632,advanced
1872,1774,black,120+1,c4 e6 Nc3 d5 cxd5 exd5 d4 Nf6 g3 Be7,10,,A13,English Opening: Agincourt Defense,2,1823,advanced
1789,1880,black,120+0,e4 c6 Nf3 Nf6 d3 d6 Be2 e5 Be3 Be7,10,,B10,Caro-Kann Defense,2,1834,advanced
1728,1802,white,300+3,d4 Nf6 Bf4 d6 e3 Nbd7 Nf3 g6 c3 Bg7,10,,A45,Indian Defense: Accelerated London System,3,1765,advanced
1613,1581,white,900+5,e4 e5 Nf3 Nc6 c3,5,,C44,Ponziani Opening,5,1597,intermediate
2244,1000,white,180+3,d4 Nc6 e4 Nxd4 Qxd4 d5 exd5 e5 Qxe5+ Kd7,10,,A40,Mikenas Defense,2,1622,advanced
1967,1628,black,30+0,g3 c5 Bg2 Nc6 Nf3 g6 O-O Bg7 c4 Nf6,10,,A00,Hungarian Opening: Sicilian Invitation,2,1797,advanced
1189,1116,white,180+3,e4 e5 Nf3 Nf6 Nxe5 Bd6 Qh5 g6 Qg5 Bb4,10,,C42,Petrov's Defense,5,1152,novice
1827,2057,black,300+0,b4 a5 b5 c5 c4 b6 a4 Bb7 Nf3 d5,10,,A00,Polish Opening,1,1942,expert
1340,1237,white,180+2,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5,10,7167.4,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",8,1288,novice
1889,1840,white,300+5,Nf3 Nf6 g3 d5 Bg2 Bf5 d3 e6 O-O Bd6,10,,A05,King's Indian Attack,4,1864,advanced
1685,1855,black,600+0,c3 e5 h3 d5 d4 e4 Bf4 Nf6 e3 Bd6,10,,A00,Saragossa Opening,1,1770,advanced
1620,1476,white,300+0,e4 e5 Bc4 Nc6 Nf3 Nf6 d4 exd4 Nxd4 Be7,10,,C23,Bishop's Opening,3,1548,intermediate
1098,1778,black,1200+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 e6 c4 a6,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1438,intermediate
1559,1554,white,600+0,e4 e5 Nf3 Nc6 d4 f5 exf5 e4 Ne5 Nxe5,10,263.57,C44,Scotch Game,5,1556,intermediate
1514,1647,white,300+0,e4 e5 Bc4 Nc6 Nf3 Be7 d3 Nf6 h3 O-O,10,,C23,Bishop's Opening,3,1580,intermediate
2001,1766,white,300+0,d4 Nf6 Nf3 c5 e3 cxd4 exd4 e6 Bd3 d5,10,,A46,Indian Defense: Spielmann-Indian,4,1883,advanced
1690,1681,black,300+0,e4 e5 Nf3 d6 d4 exd4 Qxd4 Nc6 Bb5 Bd7,10,,C41,Philidor Defense: Exchange Variation,6,1685,advanced
1708,1713,black,300+0,e4 c6 Nf3 d5 exd5 cxd5 d4 Bf5 Nc3 Nc6,10,,B10,Caro-Kann Defense,2,1710,advanced
1784,1924,white,30+0,e4 a6 Bc4 b6 Qf3 c6 Qxf7#,7,,B00,St. George Defense,2,1854,advanced
1407,1439,white,180+0,d4 d5 c4 Nf6 Nc3 e6 Bg5 Be7 Nf3 O-O,10,,D06,Queen's Gambit Declined: Marshall Defense,4,1423,intermediate
1799,1744,black,60+0,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 e3 Nf6,10,,D32,Queen's Gambit Declined: Tarrasch Defense,8,1771,advanced
1453,1508,black,60+2,c4 e5 Nc3 Nf6 g3 d5 cxd5 Nxd5 a3 c6,10,,A22,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",6,1480,intermediate
1949,2170,black,30+0,e4 e5 Nf3 Qf6 Bc4 Qxf3 Qxf3 Nf6 d3 Be7,10,,C40,King's Pawn Game: McConnell Defense,4,2059,expert
1314,1393,black,300+1,d4 d6 e4 c6 Nf3 b5 a4 e6 axb5 cxb5,10,139.2,A41,Queen's Pawn Game,2,1353,intermediate
1634,1050,white,30+0,e4 f6 f4 d6 d4 Be6 c4 g6 d5 Bh6,10,,B00,Barnes Defense,2,1342,intermediate
1760,1890,black,300+5,c4 e5 g3 Bc5 e3 Nc6 Bg2 Nf6 Ne2 a6,10,,A20,English Opening: King's English Variation,2,1825,advanced
2131,2109,black,30+0,d4 g6 e3 Bg7 Nf3 Nf6 Be2 O-O O-O e5,10,,A40,Queen's Pawn Game: Modern Defense,2,2120,expert
1597,1667,white,180+0,d4 g6 c4 Bg7 Nc3 Nf6 e4 d6 Be3 O-O,10,,A40,Queen's Pawn Game: Modern Defense,2,1632,advanced
1807,1861,white,360+0,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 h3 c5,10,,C01,French Defense: Exchange Variation,5,1834,advanced
1491,1743,white,300+0,e4 e5 Nf3 d6 Bc4 Nf6 Ng5 d5 exd5 Nxd5,10,,C41,Philidor Defense,5,1617,advanced
2010,1747,white,600+0,Nf3 e6 g3 d5 Bg2 c5 O-O Nc6 d3 Nf6,10,,A04,Zukertort Opening: Queen's Gambit Invitation,2,1878,advanced
1953,1764,white,60+0,Nf3 b6 d4 Bb7 g3 d5 Bg2 e6 c4 Nd7,10,,A04,Zukertort Opening: Queenside Fianchetto Variation,2,1858,advanced
2568,2256,white,30+0,d4 Nf6 Nf3 g6 e3 Bg7 c4 d5 Nc3 dxc4,10,,A48,East Indian Defense,4,2412,master
1863,1897,white,180+0,e4 c5 Nf3 e6 c4 Nc6 d3 d5 cxd5 exd5,10,,B40,Sicilian Defense: Kramnik Variation,5,1880,advanced
1382,1153,black,600+0,e4 e5 d3 Nc6 c4 Nf6 Nf3 d6 g3 Be6,10,3060.57,C20,King's Pawn Game: Leonardis Variation,3,1267,novice
1694,1907,white,180+0,d4 Nf6 e3 d6 Nf3 Bf5 c4 Nbd7 Nc3 e5,10,,A45,Indian Defense,2,1800,advanced
1750,1602,white,300+4,f4 d5 Nf3 Nc6 e3 Bf5 g3 e6 d3 Nf6,10,115.74,A03,Bird Opening: Dutch Variation,2,1676,advanced
1491,1419,white,300+0,d4 e6 Bf4 d6 Nf3 Nf6 e3 Be7 Bd3 Bd7,10,,A40,Horwitz Defense,2,1455,intermediate
2360,2289,white,1800+0,d4 c6 c4 d5 Nf3 Bf5 cxd5 cxd5 Qb3 Qc7,10,4762.93,A40,Queen's Pawn Game,1,2324,master
1359,1716,black,30+0,e4 Nf6 d3 d5 Nf3 dxe4 dxe4 Qxd1+ Kxd1 Nxe4,10,,B02,Alekhine Defense: Maróczy Variation,3,1537,intermediate
1352,1197,white,60+0,e4 e5 Nf3 Nc6 d4 f6 dxe5 fxe5 Bc4 Bb4+,10,,C44,Scotch Game,5,1274,novice
1996,2095,black,30+0,g3 c6 Bg2 d5 e3 Nd7 d4 Ngf6 Ne2 g6,10,,A00,Hungarian Opening,1,2045,expert
1542,1325,white,30+0,e4 e5 d4 d6 d5 Nc6 Nf3 Nce7 Nc3 Nf6,10,,C20,Center Game,3,1433,intermediate
1559,1848,black,30+0,d4 c5 c3 cxd4 cxd4 Nc6 e3 d5 Bd3 e6,10,,A43,Benoni Defense: Old Benoni,2,1703,advanced
1828,1825,black,30+0,d4 f6 c3 g6 e3 Nh6 g3 Nf7 h3 Bg7,10,,A40,Queen's Pawn Game,1,1826,advanced
1795,1663,white,180+0,e4 e5 f4 exf4 Nf3 g5 Bc4 d6 O-O Bh6,10,,C37,King's Gambit Accepted: King's Knight's Gambit,7,1729,advanced
2053,1979,black,120+0,e4 d6 d4 Nf6 Nc3 c6 Be3 Ng4 Bc1 g6,10,,B07,Czech Defense,6,2016,expert
1705,1787,white,600+0,d4 d5 c4 dxc4 e3 Nd7 Bxc4 Ngf6 Nc3 a6,10,,D20,Queen's Gambit Accepted: Old Variation,5,1746,advanced
1532,2264,black,30+0,Nf3 Nf6 d4 g6 Bg5 Bg7 h4 d6 h5 Nxh5,10,121.21,A05,Zukertort Opening,2,1898,advanced
2083,2159,black,30+0,Nf3 Nc6 g3 e5 Bg2 Bc5 O-O d6 e3 Nge7,10,9138.2,A04,Zukertort Opening: Black Mustang Defense,2,2121,expert
